### Short Comparison (top 10 lines) excluding the first events: CMSSW_7_4_0_pre5 vs CMSSW_7_4_0_pre4
The same excluding the first event 
  delta/mean delta/orJob     original                   new       module name
   +0.076078      +0.01%        10.30 ms/ev ->        11.11 ms/ev particleFlowClusterECALUncorrected
   +0.075916      +0.00%         5.50 ms/ev ->         5.93 ms/ev muonCSCDigis
   +0.075906      +0.01%        12.82 ms/ev ->        13.83 ms/ev mergedDuplicateTracks
   +0.074845      +0.00%         7.02 ms/ev ->         7.57 ms/ev hpsPFTauDiscriminationByMediumChargedIsolation
   +0.074739      +0.00%         5.00 ms/ev ->         5.39 ms/ev hcalnoise
   +0.074643      +0.00%         7.22 ms/ev ->         7.78 ms/ev hpsPFTauDiscriminationByVLooseChargedIsolation
   +0.073776      +0.00%         7.02 ms/ev ->         7.56 ms/ev hpsPFTauDiscriminationByTightChargedIsolation
   +0.073515      +0.00%         5.73 ms/ev ->         6.17 ms/ev hpsPFTauDiscriminationByVLooseIsolationDBSumPtCorr
   +0.073364      +0.04%        59.40 ms/ev ->        63.93 ms/ev combinatoricRecoTaus
   +0.072906      +0.01%        22.50 ms/ev ->        24.20 ms/ev pfTrackElec
   +0.072787      +0.00%         7.02 ms/ev ->         7.56 ms/ev hpsPFTauDiscriminationByRawGammaIsolationDBSumPtCorr
   +0.072279      +0.00%         7.03 ms/ev ->         7.56 ms/ev hpsPFTauDiscriminationByRawChargedIsolationDBSumPtCorr
   +0.072195      +0.00%         7.04 ms/ev ->         7.57 ms/ev hpsPFTauDiscriminationByLooseCombinedIsolationDBSumPtCorr
   +0.072017      +0.00%         5.84 ms/ev ->         6.27 ms/ev dedxTruncated40
   +0.071903      +0.00%         7.06 ms/ev ->         7.59 ms/ev hpsPFTauDiscriminationByVLooseCombinedIsolationDBSumPtCorr
   +0.071715      +0.00%         7.04 ms/ev ->         7.56 ms/ev hpsPFTauDiscriminationByRawCombinedIsolationDBSumPtCorr
   +0.071688      +0.04%        59.07 ms/ev ->        63.47 ms/ev pfTausCombiner
   +0.069834      +0.00%         7.11 ms/ev ->         7.62 ms/ev hpsPFTauDiscriminationByLooseCombinedIsolationDBSumPtCorr3Hits
   +0.069445      +0.00%         7.05 ms/ev ->         7.55 ms/ev hpsPFTauDiscriminationByTightCombinedIsolationDBSumPtCorr
   +0.069199      +0.00%         7.04 ms/ev ->         7.54 ms/ev hpsPFTauDiscriminationByMediumCombinedIsolationDBSumPtCorr
   +0.069150      +0.00%         7.12 ms/ev ->         7.63 ms/ev hpsPFTauDiscriminationByRawCombinedIsolationDBSumPtCorr3Hits
   +0.068667      +0.00%         7.12 ms/ev ->         7.63 ms/ev hpsPFTauDiscriminationByTightCombinedIsolationDBSumPtCorr3Hits
   +0.067322      +0.00%         7.13 ms/ev ->         7.62 ms/ev hpsPFTauDiscriminationByMediumCombinedIsolationDBSumPtCorr3Hits
   +0.064392      +0.05%        93.73 ms/ev ->        99.97 ms/ev lowPtTripletStepSeeds
   +0.062613      +0.01%        15.06 ms/ev ->        16.03 ms/ev tevMuons
   +0.062499      +0.24%       443.54 ms/ev ->       472.16 ms/ev pixelLessStepSeeds
   +0.060786      +0.03%        51.90 ms/ev ->        55.16 ms/ev pfImpactParameterTagInfos
   +0.060436      +0.01%        10.05 ms/ev ->        10.67 ms/ev generalV0Candidates
   +0.059729      +0.00%         7.50 ms/ev ->         7.96 ms/ev globalSETMuons
   +0.058002      +0.00%         5.95 ms/ev ->         6.30 ms/ev particleFlowRecHitHBHE
   +0.057200      +0.01%        14.93 ms/ev ->        15.81 ms/ev refittedStandAloneMuons
   +0.057106      +0.03%        57.57 ms/ev ->        60.95 ms/ev cosmicMuons1Leg
   +0.056863      +0.02%        33.83 ms/ev ->        35.81 ms/ev particleFlowRecHitPS
   +0.054632      +0.03%        64.90 ms/ev ->        68.55 ms/ev trackerDrivenElectronSeeds
   +0.054447      +0.16%       344.57 ms/ev ->       363.86 ms/ev particleFlowBlock
   +0.054340      +0.00%         5.15 ms/ev ->         5.44 ms/ev muonsFromCosmics1Leg
   +0.053796      +0.00%         7.79 ms/ev ->         8.22 ms/ev globalMuons
   +0.053578      +0.01%        15.82 ms/ev ->        16.70 ms/ev detachedTripletStepSelector
   +0.053063      +0.01%        16.29 ms/ev ->        17.18 ms/ev particleFlowEGamma
   +0.052451      +0.00%         7.18 ms/ev ->         7.56 ms/ev mixedTripletStepSelector
   +0.052023      +0.05%       103.38 ms/ev ->       108.91 ms/ev earlyMuons
   +0.050996      +0.00%        10.70 ms/ev ->        11.26 ms/ev standAloneMuons
   +0.050039      +0.01%        14.41 ms/ev ->        15.15 ms/ev pixelLessStepSelector
  ---------- ------------     --------                  ----       ------------
Job total:  11.8822 s/ev ==> 12.8853 s/ev

